ID,month,sku_hash,product_type,product_gender,macro_function,function,sub_function,model,aesthetic_sub_line,macro_material,color,fr_FR_price,en_US_description,target
df71b29c540ed084f55764f5ca061a32847ad4f2_1,1,df71b29c540ed084f55764f5ca061a32847ad4f2,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,POCHETTE METIS,MONOGRAM EMPREINTE,LEATHER,ROSE BRUYERE,1650.0,"In time to bring a touch of delicate color to winter wardrobes, here is the Pochette Metis in new Rose Bruyère, a perfect shade of pink. Crafted of embossed Monogram Empreinte leather, it’s both practical and stylish: an ideal “go-to” bag for daily wear.",276.0
f3a33ab6e294500d1dfcc65466cea1e495d6da35_1,1,f3a33ab6e294500d1dfcc65466cea1e495d6da35,Leather Goods,Men,BUSINESS,BUSINESS BAGS,SOFT BRIEFCASES,CANYON BRIEFCASE,UTAH,LEATHER,MARRON,2100.0,"The Canyon briefcase in Utah calfskin features a mix of smooth and grained finishes, accented with double-stitching and aged-silver hardware. A light, compact business bag, it’s designed for convenience, with comfortable Toron handles and a removable strap.",60.0
3345a917deeea1e542ea417602653862e692bfc3_1,1,3345a917deeea1e542ea417602653862e692bfc3,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,CARD HOLDERS,ORGANIZER DE POCHE,TAIGA,LEATHER,ARDOISE,300.0,"For Summer 2017, the Taiga line is pop up by a stripe animation inspired from the historical painting on trunks. As practical as it is sophisticated, it fits comfortably into your pocket or handbag and holds credit cards, bills and papers. ",222.0
4b49819df02fb554085700308b134ca34a69d84c_1,1,4b49819df02fb554085700308b134ca34a69d84c,Accessories,Women,FANCY ACCESSORIES,BAG CHARMS,BAG CHARMS,BAG CHARM FUR LOVELY BIRDS,SANS LIGNE ESTHETIQUE,FUR,,595.0,"An ideal gift, this adorable bag charm and key holder comes in luxurious mink, playfully adorned with tiny wings.",98.0
d57963a130c3c1393a8ece3973d4b9152356baec_1,1,d57963a130c3c1393a8ece3973d4b9152356baec,Leather Goods,Women,LG ACCESSORIES,OPTIONAL ACCESSORIES,OPTIONAL STRAPS,BANDOULIERE,EPI,LEATHER,INDIGO,380.0,Make your Louis Vuitton bag your own with a peppy pop of colour thanks to this shoulder strap in Epi leather. Fun and versatile: it’s super easy to put on and remove thanks to the practical snap hook.,98.0
eae0512b0982ff7481444dfe3208ad224a99a740_1,1,eae0512b0982ff7481444dfe3208ad224a99a740,Accessories,Women,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET HISTORIC MINI,MONOGRAM,CANVAS,,170.0,"Available in a slimmer version, the Historic bracelet in Monogram Canvas is declined in two new hues of pink  as well as in the classic  Monogram canvas. Made to mix, match and stack, these signed pieces are perfect for gifting. ",693.0
e3b34d6cbc1e1a3e8dcfb8eaed5945b71ef34637_1,1,e3b34d6cbc1e1a3e8dcfb8eaed5945b71ef34637,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.JEANNE,MONOGRAM,CANVAS,MONOGRAM,390.0,"Smart and practical, the Jeanne Wallet in Monogram canvas offers endless possibilities. This envelop wallet in Monogram canvas is both ultra feminine and highly adaptable thanks to its three-in-one construction with removable card holder and coin pocket.",991.0
384dc35dbbaaeb7cf8fa765484cad3f37e0561e8_1,1,384dc35dbbaaeb7cf8fa765484cad3f37e0561e8,Leather Goods,Men,LG ACCESSORIES,LEASURE,TECHNICAL CASES,IPHONE FOLIO,MONOGRAM ECLIPSE,CANVAS,ECLIPSE,235.0,"Fashioned in our new iconic black and grey Monogram Eclipse canvas, this resolutely masculine iPhone 7 Plus & 8 Plus Folio is as innovative as it is elegant. The functional adhesive surface holds the phone perfectly in place to protect it.",1327.0
0d717d6a8dad18ead14aa083e3f83554f8b65c16_1,1,0d717d6a8dad18ead14aa083e3f83554f8b65c16,Leather Goods,Women,LG ACCESSORIES,LEASURE,TECHNICAL CASES,IPHONE FOLIO,AUTRES CUIRS,LEATHER,GALET,235.0,"Slim and sober, the iPhone 7 & 8 Folio has two inside flat pockets for daily essentials like business or credit cards. It easily fits in a pocket or a briefcase. The functional adhesive surface, naturally integrated into its slim shape, holds the phone securely to protect it from the bumps and knocks of modern life.",315.0
bb6e1b990b6b96c26acb236d375e9777c9f1c893_1,1,bb6e1b990b6b96c26acb236d375e9777c9f1c893,Accessories,Men,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT METROPOLE,TAIGA,LEATHER,,370.0,"Matching our Leather Goods, this new belt suits both business silhouettes and more modern looks. The buckle features a sleek tone-on-tone plaque, with an LV logo adding a subtle signature. ",117.0
1b21e6b4e46346f3a635baf41beb98fa94595b79_1,1,1b21e6b4e46346f3a635baf41beb98fa94595b79,Accessories,Women,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT LV INITIALES REV,MONOGRAM,CANVAS,,370.0,"A timeless branded model that offers two belts in one thanks to its reversible option. The iconic LV initials buckle can be associated with Monogram canvas for a more casual look, or with bright red leather for a highly colored silhouette.",159.0
070a3eb8d5925bf142a2f621016a42725adb2b09_1,1,070a3eb8d5925bf142a2f621016a42725adb2b09,Leather Goods,Women,CITY BAGS,DAILY BAGS,BACKPACKS,PALM SPRINGS,MALLETAGE,LEATHER,NOIR MAT,2100.0,The Palm Springs PM backpack gets a sophisticated new look thanks to Louis Vuitton’s feminine Matelasse Flower pattern: this delicate embroidery subtly reproduces the iconic Monogram flower on the bag’s ultra-soft black lambskin for a lightly quilted effect.,160.0
5cbd354b76d6fd8bec60f98f5ded9bf557f576b3_1,1,5cbd354b76d6fd8bec60f98f5ded9bf557f576b3,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,CITY STEAMER,AUTRES CUIRS,LEATHER,NOIR,3500.0,"Nicolas Ghesquière continues to explore the essence of Parisian elegance for Fall-Winter 17 with this fresh take of the now-classic City Steamer, adorned with small studs on edges that highlight its architectural shape. This bag brings a fashionably edgy feel to any look.",84.0
178811c07834d35b991277b6852afaef62efbfc0_1,1,178811c07834d35b991277b6852afaef62efbfc0,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,ZIPPY WALLET,DAMIER AZUR,CANVAS,AZUR,615.0,"Decorated with a print evoking the glamour of Louis Vuitton during the golden age of Transatlantic travel, this Zippy Wallet in coated canvas combines versatility, generous space and an all-round zip. It's perfect for carrying and organizing your daily essentials.",346.0
f9f2e5ab6c1bcfb2198b7ad384e963b78c53a1ca_1,1,f9f2e5ab6c1bcfb2198b7ad384e963b78c53a1ca,Accessories,Women,TEXTILES,SHAWLS,SHAWLS,CHALE MONOGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,400.0,"The Classic Monogram shawl is woven of a soft silk-and-wool blend. Inspired by House travel blankets, it features a jacquard LV pattern and “Louis Vuitton” signature. Generously sized, it envelops the wearer in lightweight warmth. The fabric is deep-dyed for luxurious color. A wardrobe essential, it can be styled in a host of ways and makes a welcome gift.",82.0
526869cb4a80d2c356adec75865a29234f5a6e53_1,1,526869cb4a80d2c356adec75865a29234f5a6e53,Accessories,Women,TEXTILES,SHAWLS,SHAWLS,CHALE MONOGRAM FLOWERGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,480.0,"A playful piece that will create a playful wintry vibe to any silhouette. The design offers a new twist on the Monogram Flower motif, inspired by traditional winter jacquard pattern. ",484.0
554dd93733ddaa21a2a34982fff7188147180a44_1,1,554dd93733ddaa21a2a34982fff7188147180a44,Accessories,Men,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT LANDSCAPE,MONOGRAM,CANVAS,,335.0,"Ideal for jeans, this stylish belt in Monogram canvas features a new buckle finely engraved with the Louis Vuitton signature.",52.0
6fd20c388a97415bab1cfdfe8d54891dd08b18af_1,1,6fd20c388a97415bab1cfdfe8d54891dd08b18af,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,TOURNELLE,MONOGRAM,CANVAS,MONOGRAM,1490.0,"Easy chic silhouette maker, the Tournelle PM is a go-anywhere carryall for work and play. Thanks to the leather piping, its shape changes depending on whether you hold it by the handles or wear it over the shoulder with its long removable strap.",132.0
ef8c6f4514d689725452a3573eedaa3e283befe6_1,1,ef8c6f4514d689725452a3573eedaa3e283befe6,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,CAPUCINES,CAPUCINES,LEATHER,GROSEILLE,3500.0,"This fashionable Capucines BB is softened by a delicate and feminine cut inspired by the lace croquets technique. The chiseled edges, with a precious stud at their center, are inspired by the iconic Monogram Flower and by the nails on historic House Trunks.",67.0
18f57f2f92b98c323f195d0438c39012b8617ca6_1,1,18f57f2f92b98c323f195d0438c39012b8617ca6,Accessories,Women,TEXTILES,SQUARES,90 CM SQUARES,MASTERS CARRE,SANS LIGNE ESTHETIQUE,TEXTILE,,495.0,"The famous Louis Vuitton silk square becomes the expression of the elite collaboration with Jeff Koons , highlighting the exceptional and exclusive craftsmanship. The re-creation of this Masterpiece is featured on a silk twill base embellished with stunning and refined gold embroideries.",113.0
528e8b36cc50f53af20f66398a2d676fff38920a_1,1,528e8b36cc50f53af20f66398a2d676fff38920a,Accessories,Women,TEXTILES,STOLES,LIGHT STOLES,ETOLE STORM,SANS LIGNE ESTHETIQUE,TEXTILE,,615.0,"Woven of wool, silk and cashmere, the Storm stole wraps the wearer in softness and warmth. The design, linked to the Cruise show, is an artful take on camouflage motifs, in neutral black and white for ultimate wearability, with a contrasted “Louis Vuitton” signature on the bottom edge.",75.0
20858ef9836fa737c2ac1b4b70df0a9eacc8a828_1,1,20858ef9836fa737c2ac1b4b70df0a9eacc8a828,Accessories,Women,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT LV MALLETIER,MONOGRAM,CANVAS,,390.0,"With its refined buckle in golden-finished brass, this sleek new belt pays tribute to the House's trunk-making (""Malletier"") heritage. A  LV Circle detail at the end of the strap adds the finishing touch to a timeless and elegant accessory.",71.0
70dfca12ec5ee987c431898843dce8e345746d5f_1,1,70dfca12ec5ee987c431898843dce8e345746d5f,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,SPEEDY BANDOULIERE,MONOGRAM EMPREINTE,LEATHER,TAUPE GLACE,1820.0,"Every feature of this Speedy is iconic: the unique shape, the leather handles. No wonder it has achieved cult status the world over. Designed for travellers in 1930 (the name is a nod to the era’s rapid transit), with a strap for shoulder or cross-body wear, today’s Speedy 25 is a perfect city bag – supple, lightweight and forever in style. This new reading of a House icon, crafted of embossed Empreinte leather, is a timelessly elegant bag for the fashionable woman.",220.0
320f22e7890ca22f3cfca4490fcc1b4c735cb560_1,1,320f22e7890ca22f3cfca4490fcc1b4c735cb560,Accessories,Women,FASHION JEWELRY,RINGS,RINGS,RING LV & ME LOVE,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,250.0,"This statement ring extends our iconic alphabet motif to spell love, with a subtle nod to our emblematic LV initials. A perfect gift, this playful piece is embellished with trunk studs on the letters for an extra twist.",51.0
b6872d033baecf398e76b7d8858a15578dd8a012_1,1,b6872d033baecf398e76b7d8858a15578dd8a012,Accessories,Men,TIES,TIES,STRIPED TIES,CRAVATE ECU,SANS LIGNE ESTHETIQUE,TEXTILE,,150.0,The stylish Ecu tie combines Petit Damier checks with a contrasting narrow stripe in shiny silk. It is finished with the LV initials in a discreet escutcheon.,109.0
d7bdf2c8dcbf3cdd2e0d0ef5e0eaaa5aeaed2546_1,1,d7bdf2c8dcbf3cdd2e0d0ef5e0eaaa5aeaed2546,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,NEVERFULL,MONOGRAM,CANVAS,MONOGRAM,1240.0,"Inspired by an imagined trip to Tahiti, this Neverfull MM in Monogram canvas brings new energy to classic Louis Vuitton craftsmanship. The quintessence of the summer spirit, the bag’s design is completed by a manuscript ‘Knokke’ on the side.",60.0
8c66337da6eee00b42446d33f46ddb24d5154a7a_1,1,8c66337da6eee00b42446d33f46ddb24d5154a7a,Accessories,Women,TEXTILES,SQUARES,90 CM SQUARES,CARRE DAMIER TAHITIENNES,SANS LIGNE ESTHETIQUE,TEXTILE,,330.0,This silk square captures the spirit of summer with its pattern of pink Monogram flowers as if hand-painted on a Damier Azur background. It is perfect to wear around the neck or in the hair.,789.0
4ef416771317c958cab52ea732da91f356bd8e42_1,1,4ef416771317c958cab52ea732da91f356bd8e42,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,SPEEDY,EPI,LEATHER,ARGENT,1900.0,"Nicolas Ghesquière continues to explore the essence of Parisian authenticity for Fall-Winter 17 with this futuristic version of the Speedy 25. Ideal for every day, this updated iconic bag offers an audacious style.",67.0
4975d1335cf315dc3cec1366d0d693825a45580b_1,1,4975d1335cf315dc3cec1366d0d693825a45580b,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,MYLOCKME,LOCKME,LEATHER,VANILLE NOIR,2120.0,"A contemporary take on the classic schoolbag, the updated Mylockme is a sleek, ultra-fashionable model crafted of soft, supple calf. Versatile and functional, with a well-organized interior, it can be carried by hand, on the shoulder or cross-body.",397.0
aaa295213a2df5115b283b5205aaf782625e04e9_1,1,aaa295213a2df5115b283b5205aaf782625e04e9,Accessories,Women,EYEWEAR,SUNGLASSES,METAL SUNGLASSES,LV DRIVE,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,435.0,"This modern mask shape features an Essential V insert in the middle of the lens, a tribute to Nicolas Ghesquière's first show for Louis Vuitton. The cylinder-shape temples, engraved with the Monogram design, complete the iconic style. Statement sunglasses for a wow effect, their mask shape is a perfect fit for oval and square face shapes. ",489.0
7396a17cc295883d6270b234d7cc88e7c30b9737_1,1,7396a17cc295883d6270b234d7cc88e7c30b9737,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,CHAIN BAG,AUTRES TOILES,CANVAS,CORAIL,2800.0,"The iconic Louis Vuitton canvas is the perfect blank page to express the uniqueness of this Masters Collection’s piece of art. New shape specifically designed for this collection, the chain bag mixes iconic elements from the House (lock, envelop shape, leather patch) and specific signatures of the collaboration: a new chain, gold Monogram serti, reflective metallic letters and colored trimmings. An exclusive leather lining embossed, printed and filled with gold tells you more about this unexpected/surprising collaboration.",166.0
479a8d9273ffd5a58c0ffde339174f293acc5fdb_1,1,479a8d9273ffd5a58c0ffde339174f293acc5fdb,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.CAPUCINES LONG,CAPUCINES,LEATHER,NOIR,1050.0,"Crafted in supple Taurillon leather with a leather-covered LV signature, this elegant wallet is inspired by the emblematic Capucines line. Sensorial yet functional, it is still large enough to fit all your daily essentials. ",93.0
e6bf74e3999bc2bd5c02430e279f44ad1a4f2cba_1,1,e6bf74e3999bc2bd5c02430e279f44ad1a4f2cba,Leather Goods,Men,CITY BAGS,DAILY BAGS,BACKPACKS,AVENUE BACKPACK,DAMIER INFINI,LEATHER,ORION,1990.0,"With its distinctive shape and refined details, the Avenue Backpack in supple Damier Infini leather brings casual sophistication to any look. It's practical and keeps your belongings secure thanks to its zipped compartments.",60.0
5c01660b6664dece49a0612eb942ade85c256555_1,1,5c01660b6664dece49a0612eb942ade85c256555,Accessories,Women,FANCY ACCESSORIES,BAG CHARMS,BAG CHARMS,BAG CHARM ILLUSTRE,SANS LIGNE ESTHETIQUE,CANVAS,,150.0,"Featuring an archive drawing that evokes Louis Vuitton's travel DNA, this feminine key holder is a perfect match for the Maison's leather goods. A perfect gift, it can be personalized with hot-stamped initials on its rear side. ",255.0
4ddc26ac62e01252d7ab5ecaa11ad2f7295f94da_1,1,4ddc26ac62e01252d7ab5ecaa11ad2f7295f94da,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.MULTIPLE,DAMIER GRAPHITE,CANVAS,GRAPHITE,435.0,"The Multiple Wallet is ideal to hold credit cards, bills and receipts in a very compact format. The smart mix between Damier Graphite canvas and colored leather lining adds an extra veneer of sophistication.",491.0
785a19583d57e94153d636d0738ed9dfdde4ee0d_1,1,785a19583d57e94153d636d0738ed9dfdde4ee0d,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,TRAVEL ORGANIZERS,ZIPPY ORGANIZER,DAMIER EBENE,CANVAS,EBENE,715.0,"This Zippy Organizer in Damier Ebène coated canvas, featuring a whimsical illustration of a zebra, is a study in playful elegance. Ideal for those who like everything in one place: it easily holds a checkbook, plane tickets, papers and pen.",167.0
9c5060f9fb648cdfafd66f170af517f4de0a9162_1,1,9c5060f9fb648cdfafd66f170af517f4de0a9162,Leather Goods,Women,TRAVEL,TRAVEL ACCESSORIES,TOILET KITS,POCHE TOILETTE,MONOGRAM,CANVAS,MONOGRAM,320.0,"Fashioned in Monogram coated canvas customized with Creative Director Nicolas Ghesquiere’s playful take on classic hotel stickers, this large toiletry pouch boasts a spacious interior and gusset sides for easy storage.",1935.0
73251a6fff4e28df345e3c6555005c3b3e2a9be9_1,1,73251a6fff4e28df345e3c6555005c3b3e2a9be9,Accessories,Women,FANCY ACCESSORIES,BAG CHARMS,BAG CHARMS,BAG CHARM BB FLUO BUBBLE,SANS LIGNE ESTHETIQUE,FUR,,295.0,"With their bubble shape and neon colors, these adorable bag charms are playful must-haves. Two feminine color options in luxurious mink fur will add a pop touch to any bag. Versatile, these ""BB"" size bag charms offer new usage and can be hooked to the zip-puller of a small Leather Good item. ",384.0
89ef7fe95f4500a00eaea7dff11206b3f0f9d50b_1,1,89ef7fe95f4500a00eaea7dff11206b3f0f9d50b,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.MULTIPLE,MONOGRAM OTHER,CANVAS,ENCRE,405.0,"Crafted in Monogram Savane canvas with a whimsy illustration of a zebra, this compact Multiple Wallet holds credit cards, bills and receipts and slips easily into your pocket.  As stylish as it is functional.",235.0
950bc1ef6116976657e12152a751ad87c412b454_1,1,950bc1ef6116976657e12152a751ad87c412b454,Accessories,Women,EYEWEAR,SUNGLASSES,ACETATE SUNGLASSES,LV CONFIDENTIAL,SANS LIGNE ESTHETIQUE,ACETATE,,295.0,"With its easy-to-wear acetate design, this classic style will suit all wardrobes. Iconic studs evoke the Maison's historic trunks, while metallic Essential V inserts pay homage to Nicolas Ghesquière's first show for Louis Vuitton.",52.0
